member,party,chamber,state,district,bioguide_id,entity_group,giver,recipient_committee,recipient_committee_id,amount_usd,date,cycle,kind,fec_sub_id,source_url,record_id
Pat Harrigan,R,House,NC,10,H001101,Anthropic employees,Anthropic employee,THE PAT HARRIGAN COMMITTEE,C00802298,3500.00,2026-05-18,2026,individual contribution,4081020261570705315,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875342045,HM1272
Patrick Ryan,D,House,NY,18,R000579,Eric Schmidt,Eric Schmidt,PAT RYAN FOR CONGRESS,C00815290,6600.00,2023-03-30,2024,individual contribution,4072720231757612882,https://docquery.fec.gov/cgi-bin/fecimg/?202307159583548138,HM3465
Patrick Ryan,D,House,NY,18,R000579,James McClave,James McClave,PAT RYAN FOR CONGRESS,C00815290,6600.00,2023-12-21,2024,individual contribution,4053020241951570130,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5227
Patrick Ryan,D,House,NY,18,R000579,Emily Berger,Emily Berger,PAT RYAN FOR CONGRESS,C00815290,6600.00,2023-12-21,2024,individual contribution,4053020241951569466,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=Berger%2C+Emily&contributor_employer=Jane+Street,HM5465
Patrick Ryan,D,House,NY,18,R000579,Anthropic employees,Anthropic employee,PAT RYAN FOR CONGRESS,C00815290,2500.00,2025-10-06,2026,individual contribution,4031020261420635530,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808843273,HM785
Patrick Ryan,D,House,NY,18,R000579,Anthropic employees,Anthropic employee,PAT RYAN FOR CONGRESS,C00815290,7000.00,2026-05-07,2026,individual contribution,4062420261522555909,https://docquery.fec.gov/cgi-bin/fecimg/?202606119870623947,HM1205
Patrick Ryan,D,House,NY,18,R000579,Anthropic employees,Anthropic employee,PAT RYAN FOR CONGRESS,C00815290,7000.00,2026-05-11,2026,individual contribution,4062420261522555780,https://docquery.fec.gov/cgi-bin/fecimg/?202606119870623904,HM1221
Patrick Ryan,D,House,NY,18,R000579,Anthropic employees,Anthropic employee,PAT RYAN FOR CONGRESS,C00815290,7000.00,2026-05-20,2026,individual contribution,4062420261522555053,https://docquery.fec.gov/cgi-bin/fecimg/?202606119870623662,HM1293
Patrick Ryan,D,House,NY,18,R000579,Anthropic employees,Anthropic employee,PAT RYAN FOR CONGRESS,C00815290,7000.00,2026-05-20,2026,individual contribution,4062420261522555344,https://docquery.fec.gov/cgi-bin/fecimg/?202606119870623759,HM1296
Patrick Ryan,D,House,NY,18,R000579,ARI PAC,ARI PAC,PAT RYAN FOR CONGRESS,C00815290,2500.00,2026-06-03,2026,PAC contribution,4062420261522644410,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8668
Patty Murray,D,Senate,WA,,M001111,Anthropic employees,Anthropic employee,PEOPLE FOR PATTY MURRAY,C00257642,2500.00,2025-12-12,2026,individual contribution,4022720261359644310,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795524845,HM911
Patty Murray,D,Senate,WA,,M001111,ANTHROPAC (Anthropic's PAC),ANTHROPAC,PEOPLE FOR PATTY MURRAY,C00257642,3500.00,2026-06-29,2026,PAC contribution,4072920261539583679,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00946111&sub_id=4072920261539583679,HM331
Pete Ricketts,R,Senate,NE,,R000618,ARI PAC,ARI PAC,PETE RICKETTS FOR SENATE,C00832436,1500.00,2025-09-25,2026,PAC contribution,4022520261359193475,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8564
Pete Ricketts,R,Senate,NE,,R000618,ARI PAC,ARI PAC,PETE RICKETTS FOR SENATE,C00832436,1500.00,2025-12-18,2026,PAC contribution,4022520261359193476,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8591
Pete Ricketts,R,Senate,NE,,R000618,ARI PAC,ARI PAC,PETE RICKETTS FOR SENATE,C00832436,1500.00,2026-03-18,2026,PAC contribution,4050120261498882164,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8611
Pete Ricketts,R,Senate,NE,,R000618,ARI PAC,ARI PAC,PETE RICKETTS FOR SENATE,C00832436,2000.00,2026-06-02,2026,PAC contribution,4062420261522644411,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8667
Pete Sessions,R,House,TX,17,S000250,ARI PAC,ARI PAC,PETE SESSIONS FOR CONGRESS,C00303305,2500.00,2025-09-02,2026,PAC contribution,4022520261359193477,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8529
Pete Stauber,R,House,MN,8,S001212,ARI PAC,ARI PAC,PETE STAUBER FOR CONGRESS,C00650697,1000.00,2025-11-12,2026,PAC contribution,4022520261359193478,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8584
Pete Stauber,R,House,MN,8,S001212,ARI PAC,ARI PAC,PETE STAUBER FOR CONGRESS,C00650697,1000.00,2026-03-18,2026,PAC contribution,4050120261498882165,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8612
Pete Stauber,R,House,MN,8,S001212,ARI PAC,ARI PAC,PETE STAUBER FOR CONGRESS,C00650697,1000.00,2026-04-29,2026,PAC contribution,4061720261521567439,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8645
Pete Stauber,R,House,MN,8,S001212,ARI PAC,ARI PAC,PETE STAUBER FOR CONGRESS,C00650697,1000.00,2026-06-23,2026,PAC contribution,4072720261538830176,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8691
Pramila Jayapal,D,House,WA,7,J000298,ARI PAC,ARI PAC,PRAMILA FOR CONGRESS,C00605592,2500.00,2026-03-25,2026,PAC contribution,4050120261498882166,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8622
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,3500.00,2025-07-11,2026,individual contribution,4010220261299872520,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791091040,HM729
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,1500.00,2025-07-11,2026,individual contribution,4010220261299872522,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791091040,HM730
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,3500.00,2025-08-07,2026,individual contribution,4010220261299874141,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791091580,HM738
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,3500.00,2025-08-07,2026,individual contribution,4010220261299874143,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791091581,HM739
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,3500.00,2025-08-21,2026,individual contribution,4010220261299874124,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791091574,HM740
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,3500.00,2025-08-21,2026,individual contribution,4010220261299874126,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791091575,HM741
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,3500.00,2025-08-26,2026,individual contribution,4010220261299875963,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791092187,HM742
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,3500.00,2025-08-26,2026,individual contribution,4010220261299875965,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791092188,HM743
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,2000.00,2025-08-28,2026,individual contribution,4010220261299872524,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791091041,HM749
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,3500.00,2026-03-11,2026,individual contribution,4050520261508284684,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862542439,HM1029
Raja Krishnamoorthi,D,House,IL,8,K000391,Anthropic employees,Anthropic employee,RAJA FOR ILLINOIS,C00904466,3500.00,2026-03-11,2026,individual contribution,4050520261508284841,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862542492,HM1030
Raja Krishnamoorthi,D,House,IL,8,K000391,Coefficient Giving / Open Philanthropy staff,Coefficient / Open Philanthropy staff member,RAJA FOR ILLINOIS,C00904466,3500.00,2026-03-11,2026,individual contribution,4050520261508284180,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=COEFFICIENT+GIVING&two_year_transaction_period=2026&per_page=100&sort=contribution_receipt_date&sub_id=4050520261508284180,HM13159
Raja Krishnamoorthi,D,House,IL,8,K000391,Coefficient Giving / Open Philanthropy staff,Coefficient / Open Philanthropy staff member,RAJA FOR ILLINOIS,C00904466,3500.00,2026-03-11,2026,individual contribution,4050520261508284511,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=COEFFICIENT+GIVING&two_year_transaction_period=2026&per_page=100&sort=contribution_receipt_date&sub_id=4050520261508284511,HM13160
Richard Blumenthal,D,Senate,CT,,B001277,Anthropic employees,Anthropic employee,BLUMENTHAL FOR CONNECTICUT,C00492991,3500.00,2026-05-11,2026,individual contribution,4081120261571026652,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875243537,HM1212
Richard Blumenthal,D,Senate,CT,,B001277,Anthropic employees,Anthropic employee,BLUMENTHAL FOR CONNECTICUT,C00492991,3500.00,2026-05-11,2026,individual contribution,4081120261571026653,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875243538,HM1213
Richard Blumenthal,D,Senate,CT,,B001277,Anthropic employees,Anthropic employee,BLUMENTHAL FOR CONNECTICUT,C00492991,3500.00,2026-06-11,2026,individual contribution,4081120261571026435,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875243465,HM1443
Richard Blumenthal,D,Senate,CT,,B001277,Anthropic employees,Anthropic employee,BLUMENTHAL FOR CONNECTICUT,C00492991,3500.00,2026-06-11,2026,individual contribution,4081120261571026436,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875243465,HM1444
Richard McCormick,R,House,GA,7,M001218,ARI PAC,ARI PAC,FRIENDS OF MCCORMICK,C00706747,2500.00,2025-07-15,2026,PAC contribution,4022520261359193444,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8521
Riley M. Moore,R,House,WV,2,M001235,ARI PAC,ARI PAC,"MOORE FOR WEST VIRGINIA, INC.",C00828947,2500.00,2026-06-11,2026,PAC contribution,4072720261538830174,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8685
Ro Khanna,D,House,CA,17,K000389,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,RO FOR CONGRESS INC,C00503185,2900.00,2023-01-18,2024,individual contribution,4042220231743648458,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4042220231743648458,HM14411
Ro Khanna,D,House,CA,17,K000389,Eric Schmidt,Eric Schmidt,RO FOR CONGRESS INC,C00503185,2500.00,2023-02-01,2024,individual contribution,4042220231743647987,https://docquery.fec.gov/cgi-bin/fecimg/?202304149580419432,HM3472
Ro Khanna,D,House,CA,17,K000389,Eric Schmidt,Eric Schmidt,RO FOR CONGRESS INC,C00503185,3300.00,2023-02-01,2024,individual contribution,4042220231743647653,https://docquery.fec.gov/cgi-bin/fecimg/?202304149580419320,HM3473
Ro Khanna,D,House,CA,17,K000389,Wendy Schmidt,Wendy Schmidt,RO FOR CONGRESS INC,C00503185,3300.00,2023-02-01,2024,individual contribution,4042220231743648214,https://docquery.fec.gov/cgi-bin/fecimg/?202304149580419507,HM4803
Ro Khanna,D,House,CA,17,K000389,Wendy Schmidt,Wendy Schmidt,RO FOR CONGRESS INC,C00503185,2500.00,2023-02-01,2024,individual contribution,4042220231743648091,https://docquery.fec.gov/cgi-bin/fecimg/?202304149580419466,HM4804
Ro Khanna,D,House,CA,17,K000389,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,RO FOR CONGRESS INC,C00503185,3500.00,2025-01-16,2026,individual contribution,4042320251186218973,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2026&per_page=100&sort=contribution_receipt_date&sub_id=4042320251186218973,HM14672
Ro Khanna,D,House,CA,17,K000389,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,RO FOR CONGRESS INC,C00503185,3100.00,2025-01-16,2026,individual contribution,4042320251186219162,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2026&per_page=100&sort=contribution_receipt_date&sub_id=4042320251186219162,HM14673
Ro Khanna,D,House,CA,17,K000389,Eric Schmidt,Eric Schmidt,RO FOR CONGRESS INC,C00503185,3100.00,2025-01-29,2026,individual contribution,4042320251186220261,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755426075,HM3168
Ro Khanna,D,House,CA,17,K000389,Eric Schmidt,Eric Schmidt,RO FOR CONGRESS INC,C00503185,3500.00,2025-01-29,2026,individual contribution,4042320251186218403,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755425456,HM3169
Ro Khanna,D,House,CA,17,K000389,Wendy Schmidt,Wendy Schmidt,RO FOR CONGRESS INC,C00503185,3500.00,2025-01-29,2026,individual contribution,4042320251186220145,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755426036,HM4438
Ro Khanna,D,House,CA,17,K000389,Wendy Schmidt,Wendy Schmidt,RO FOR CONGRESS INC,C00503185,3100.00,2025-01-29,2026,individual contribution,4042320251186220014,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755425993,HM4439
Ro Khanna,D,House,CA,17,K000389,Anthropic employees,Anthropic employee,RO FOR CONGRESS INC,C00503185,250.00,2025-03-05,2026,individual contribution,4042320251186218768,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755425577,HM688
Ro Khanna,D,House,CA,17,K000389,Anthropic employees,Anthropic employee,RO FOR CONGRESS INC,C00503185,2500.00,2025-06-30,2026,individual contribution,4072320251211331134,https://docquery.fec.gov/cgi-bin/fecimg/?202507159762985701,HM726
Ro Khanna,D,House,CA,17,K000389,Anthropic employees,Anthropic employee,RO FOR CONGRESS INC,C00503185,3500.00,2025-09-15,2026,individual contribution,4121720251298966402,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791097650,HM760
Ro Khanna,D,House,CA,17,K000389,Anthropic employees,Anthropic employee,RO FOR CONGRESS INC,C00503185,3500.00,2025-09-15,2026,individual contribution,4121720251298969463,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791098671,HM761
Ro Khanna,D,House,CA,17,K000389,Anthropic employees,Anthropic employee,RO FOR CONGRESS INC,C00503185,3500.00,2025-09-15,2026,individual contribution,4121720251298966957,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791097835,HM762
Ro Khanna,D,House,CA,17,K000389,Anthropic employees,Anthropic employee,RO FOR CONGRESS INC,C00503185,3500.00,2025-09-15,2026,individual contribution,4121720251298968364,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791098304,HM763
Ro Khanna,D,House,CA,17,K000389,Anthropic employees,Anthropic employee,RO FOR CONGRESS INC,C00503185,3500.00,2025-09-16,2026,individual contribution,4121720251298967270,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791097940,HM764
Ro Khanna,D,House,CA,17,K000389,Anthropic employees,Anthropic employee,RO FOR CONGRESS INC,C00503185,500.00,2025-09-16,2026,individual contribution,4121720251298969111,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791098553,HM765
Ro Khanna,D,House,CA,17,K000389,Anthropic employees,Anthropic employee,RO FOR CONGRESS INC,C00503185,3500.00,2025-09-16,2026,individual contribution,4121720251298966169,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791097573,HM766
Ro Khanna,D,House,CA,17,K000389,Anthropic employees,Anthropic employee,RO FOR CONGRESS INC,C00503185,3500.00,2025-09-16,2026,individual contribution,4121720251298969285,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791098611,HM767
Robert E. Latta,R,House,OH,5,L000566,ARI PAC,ARI PAC,LATTA FOR CONGRESS,C00438697,1000.00,2026-04-29,2026,PAC contribution,4061720261521567437,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8644
Robert J. Wittman,R,House,VA,1,W000804,ARI PAC,ARI PAC,ROB WITTMAN FOR CONGRESS,C00441014,1000.00,2026-02-24,2026,PAC contribution,4050120261498882168,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8600
"Robert P. Bresnahan, Jr.",R,House,PA,8,B001327,ARI PAC,ARI PAC,ROB FOR PA,C00852137,1000.00,2026-03-17,2026,PAC contribution,4050120261498882167,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8604
"Robert P. Bresnahan, Jr.",R,House,PA,8,B001327,ARI PAC,ARI PAC,ROB FOR PA,C00852137,1000.00,2026-06-09,2026,PAC contribution,4072720261538830177,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8682
Ruben Gallego,D,Senate,AZ,,G000574,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,GALLEGO FOR ARIZONA,C00558627,2900.00,2023-02-20,2024,individual contribution,4072020231755984809,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4072020231755984809,HM14412
Ruben Gallego,D,Senate,AZ,,G000574,James McClave,James McClave,GALLEGO FOR ARIZONA,C00558627,3300.00,2023-08-04,2024,individual contribution,4020120241818720145,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5245
Ruben Gallego,D,Senate,AZ,,G000574,Eric Schmidt,Eric Schmidt,GALLEGO FOR ARIZONA,C00558627,3300.00,2023-12-21,2024,individual contribution,4020620241822289113,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4020620241822289113,HM14487
Ruben Gallego,D,Senate,AZ,,G000574,Eric Schmidt,Eric Schmidt,GALLEGO FOR ARIZONA,C00558627,3300.00,2023-12-21,2024,individual contribution,4020620241822289115,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4020620241822289115,HM14488
Ruben Gallego,D,Senate,AZ,,G000574,Anthropic employees,Anthropic employee,GALLEGO FOR ARIZONA,C00558627,300.00,2024-02-04,2024,individual contribution,4041820241896775830,https://docquery.fec.gov/cgi-bin/fecimg/?202404159633147168,HM1584
Ruben Gallego,D,Senate,AZ,,G000574,Wendy Schmidt,Wendy Schmidt,GALLEGO FOR ARIZONA,C00558627,3300.00,2024-08-22,2024,individual contribution,4102520242082067347,https://docquery.fec.gov/cgi-bin/fecimg/?202410159697901912,HM4604
Ruben Gallego,D,Senate,AZ,,G000574,James McClave,James McClave,GALLEGO FOR ARIZONA,C00558627,3300.00,2024-09-30,2024,individual contribution,4102520242082017713,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5198
Rudy Yakym III,R,House,IN,2,Y000067,ARI PAC,ARI PAC,RUDY FOR INDIANA,C00822767,1000.00,2026-04-29,2026,PAC contribution,4061720261521567440,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8646
Rudy Yakym III,R,House,IN,2,Y000067,ANTHROPAC (Anthropic's PAC),ANTHROPAC,RUDY FOR INDIANA,C00822767,1000.00,2026-06-29,2026,PAC contribution,4072920261539583676,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00946111&sub_id=4072920261539583676,HM334
Sam T. Liccardo,D,House,CA,16,L000607,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,LICCARDO FOR CONGRESS,C00858688,1000.00,2024-01-29,2024,individual contribution,4110520241050757507,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4110520241050757507,HM14502
Sam T. Liccardo,D,House,CA,16,L000607,Anthropic employees,Anthropic employee,LICCARDO FOR CONGRESS,C00858688,3500.00,2026-05-06,2026,individual contribution,4061120261521195548,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870214675,HM1190
Sam T. Liccardo,D,House,CA,16,L000607,Anthropic employees,Anthropic employee,LICCARDO FOR CONGRESS,C00858688,3500.00,2026-05-06,2026,individual contribution,4061120261521195552,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870214676,HM1191
Sam T. Liccardo,D,House,CA,16,L000607,Anthropic employees,Anthropic employee,LICCARDO FOR CONGRESS,C00858688,3500.00,2026-05-06,2026,individual contribution,4061120261521195535,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870214671,HM1192
Sam T. Liccardo,D,House,CA,16,L000607,Anthropic employees,Anthropic employee,LICCARDO FOR CONGRESS,C00858688,3500.00,2026-05-06,2026,individual contribution,4061120261521195540,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870214672,HM1193
Sam T. Liccardo,D,House,CA,16,L000607,ARI PAC,ARI PAC,LICCARDO FOR CONGRESS,C00858688,1000.00,2026-06-09,2026,PAC contribution,4072720261538830168,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8678
Sara Jacobs,D,House,CA,51,J000305,Wendy Schmidt,Wendy Schmidt,SARA JACOBS FOR CONGRESS,C00719559,3300.00,2024-08-21,2024,individual contribution,4110520241051206967,https://docquery.fec.gov/cgi-bin/fecimg/?202410159688028821,HM4613
Sara Jacobs,D,House,CA,51,J000305,ARI PAC,ARI PAC,SARA JACOBS FOR CONGRESS,C00719559,2500.00,2025-09-02,2026,PAC contribution,4022520261359193483,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8530
Sarah McBride,D,House,DE,AL,M001238,Anthropic employees,Anthropic employee,MCBRIDE FOR DELAWARE INC.,C00843763,3500.00,2025-06-29,2026,individual contribution,4073020251212590183,https://docquery.fec.gov/cgi-bin/fecimg/?202507159763153006,HM721
Sarah McBride,D,House,DE,AL,M001238,Anthropic employees,Anthropic employee,MCBRIDE FOR DELAWARE INC.,C00843763,3500.00,2025-06-29,2026,individual contribution,4073020251212590895,https://docquery.fec.gov/cgi-bin/fecimg/?202507159763153243,HM722
Sarah McBride,D,House,DE,AL,M001238,Anthropic employees,Anthropic employee,MCBRIDE FOR DELAWARE INC.,C00843763,3500.00,2026-04-30,2026,individual contribution,4080620261570335208,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875226293,HM1126
Sarah McBride,D,House,DE,AL,M001238,Anthropic employees,Anthropic employee,MCBRIDE FOR DELAWARE INC.,C00843763,3500.00,2026-04-30,2026,individual contribution,4080620261570335210,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875226293,HM1127
Sarah McBride,D,House,DE,AL,M001238,Anthropic employees,Anthropic employee,MCBRIDE FOR DELAWARE INC.,C00843763,3500.00,2026-05-02,2026,individual contribution,4080620261570337938,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875227203,HM1153
Sarah McBride,D,House,DE,AL,M001238,Anthropic employees,Anthropic employee,MCBRIDE FOR DELAWARE INC.,C00843763,3500.00,2026-05-02,2026,individual contribution,4080620261570337940,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875227203,HM1154
Sarah McBride,D,House,DE,AL,M001238,ARI PAC,ARI PAC,MCBRIDE FOR DELAWARE INC.,C00843763,1000.00,2026-06-23,2026,PAC contribution,4072720261538830171,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8689
Sarah McBride,D,House,DE,AL,M001238,ARI PAC,ARI PAC,MCBRIDE FOR DELAWARE INC.,C00843763,1000.00,2026-07-07,2026,PAC contribution,4091420261598381064,https://api.open.fec.gov/v1/schedules/schedule_a/?sub_id=4091420261598381064,HM6942
Sarah McBride,D,House,DE,AL,M001238,Anthropic employees,Anthropic employee,MCBRIDE FOR DELAWARE INC.,C00843763,7000.00,2026-08-11,2026,individual contribution,4091420261598378978,https://docquery.fec.gov/cgi-bin/fecimg/?202609039904086263,HM1581
Scott Perry,R,House,PA,10,P000605,ARI PAC,ARI PAC,PATRIOTS FOR PERRY,C00510164,2500.00,2025-09-10,2026,PAC contribution,4022520261359193473,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8540
Seth Moulton,D,House,MA,6,M001196,Anthropic employees,Anthropic employee,"SETH FOR MASSACHUSETTS, INC",C00547240,250.00,2026-08-09,2026,individual contribution,4082520261584839258,https://docquery.fec.gov/cgi-bin/fecimg/?202608209903375932,HM1577
Sharice Davids,D,House,KS,3,D000629,Eric Schmidt,Eric Schmidt,SHARICE FOR CONGRESS,C00670034,3300.00,2024-10-21,2024,individual contribution,4012120251133039642,https://docquery.fec.gov/cgi-bin/fecimg/?202412059738879172,HM3203
Sharice Davids,D,House,KS,3,D000629,ARI PAC,ARI PAC,SHARICE FOR CONGRESS,C00670034,1000.00,2026-06-23,2026,PAC contribution,4072720261538830181,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8694
