member,party,chamber,state,district,bioguide_id,entity_group,giver,recipient_committee,recipient_committee_id,amount_usd,date,cycle,kind,fec_sub_id,source_url,record_id
John R. Moolenaar,R,House,MI,2,M001194,Anthropic employees,Anthropic employee,MOOLENAAR FOR CONGRESS,C00561530,3000.00,2026-04-29,2026,individual contribution,4081120261570806015,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875161796,HM1114
John R. Moolenaar,R,House,MI,2,M001194,Anthropic employees,Anthropic employee,MOOLENAAR FOR CONGRESS,C00561530,7000.00,2026-05-16,2026,individual contribution,4081120261570806044,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875161806,HM1244
John R. Moolenaar,R,House,MI,2,M001194,Anthropic employees,Anthropic employee,MOOLENAAR FOR CONGRESS,C00561530,7000.00,2026-05-19,2026,individual contribution,4081120261570806049,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875161808,HM1279
John R. Moolenaar,R,House,MI,2,M001194,Anthropic employees,Anthropic employee,MOOLENAAR FOR CONGRESS,C00561530,7000.00,2026-05-20,2026,individual contribution,4081120261570806057,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875161810,HM1288
John Thune,R,Senate,SD,,T000250,ARI PAC,ARI PAC,HEARTLAND VALUES PAC,C00409003,5000.00,2026-03-26,2026,PAC contribution,,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM9452
John W. Hickenlooper,D,Senate,CO,,H000273,Anthropic employees,Anthropic employee,HICKENLOOPER FOR COLORADO,C00716720,3500.00,2025-10-24,2026,individual contribution,4030320261385941750,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795530755,HM871
John W. Hickenlooper,D,Senate,CO,,H000273,Anthropic employees,Anthropic employee,HICKENLOOPER FOR COLORADO,C00716720,3500.00,2025-10-24,2026,individual contribution,4030320261385941752,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795530756,HM872
John W. Hickenlooper,D,Senate,CO,,H000273,Anthropic employees,Anthropic employee,HICKENLOOPER FOR COLORADO,C00716720,3500.00,2025-10-24,2026,individual contribution,4030320261385944582,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795531699,HM873
John W. Hickenlooper,D,Senate,CO,,H000273,Anthropic employees,Anthropic employee,HICKENLOOPER FOR COLORADO,C00716720,3500.00,2025-10-24,2026,individual contribution,4030320261385944584,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795531700,HM874
John W. Hickenlooper,D,Senate,CO,,H000273,Anthropic employees,Anthropic employee,HICKENLOOPER FOR COLORADO,C00716720,3500.00,2025-10-28,2026,individual contribution,4030320261385944385,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795531634,HM887
John W. Hickenlooper,D,Senate,CO,,H000273,Anthropic employees,Anthropic employee,HICKENLOOPER FOR COLORADO,C00716720,3500.00,2025-10-28,2026,individual contribution,4030320261385944387,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795531634,HM888
John W. Mannion,D,House,NY,22,M001231,James McClave,James McClave,MANNION FOR NEW YORK,C00845461,3300.00,2024-09-30,2024,individual contribution,4021220251172379022,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5201
John W. Mannion,D,House,NY,22,M001231,Eric Schmidt,Eric Schmidt,MANNION FOR NEW YORK,C00845461,3300.00,2024-10-23,2024,individual contribution,4021320251172859517,https://docquery.fec.gov/cgi-bin/fecimg/?202501319750855154,HM3177
Jon Ossoff,D,Senate,GA,,O000174,Wendy Schmidt,Wendy Schmidt,JON OSSOFF FOR SENATE,C00718866,3500.00,2025-09-05,2026,individual contribution,4121220251298501805,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791428378,HM4418
Jon Ossoff,D,Senate,GA,,O000174,Wendy Schmidt,Wendy Schmidt,JON OSSOFF FOR SENATE,C00718866,3500.00,2025-09-05,2026,individual contribution,4121220251298480321,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791421216,HM4419
Jon Ossoff,D,Senate,GA,,O000174,James McClave,James McClave,JON OSSOFF FOR SENATE,C00718866,3500.00,2026-04-02,2026,individual contribution,4060320261520132305,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5144
Jon Ossoff,D,Senate,GA,,O000174,James McClave,James McClave,JON OSSOFF FOR SENATE,C00718866,3500.00,2026-04-02,2026,individual contribution,4060320261520124557,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5145
Josh Gottheimer,D,House,NJ,5,G000583,Anthropic employees,Anthropic employee,JOSH FOR JERSEY,C00573949,3500.00,2026-01-27,2026,individual contribution,4061820261521629251,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870205814,HM968
Josh Gottheimer,D,House,NJ,5,G000583,Anthropic employees,Anthropic employee,JOSH FOR JERSEY,C00573949,3500.00,2026-01-27,2026,individual contribution,4061820261521629339,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870205843,HM969
Josh Gottheimer,D,House,NJ,5,G000583,Anthropic employees,Anthropic employee,JOSH FOR JERSEY,C00573949,3500.00,2026-01-30,2026,individual contribution,4061820261521628601,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870205597,HM995
Josh Gottheimer,D,House,NJ,5,G000583,Anthropic employees,Anthropic employee,JOSH FOR JERSEY,C00573949,3500.00,2026-01-30,2026,individual contribution,4061820261521628690,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870205627,HM996
Josh Gottheimer,D,House,NJ,5,G000583,ARI PAC,ARI PAC,JOSH FOR JERSEY,C00573949,1000.00,2026-06-02,2026,PAC contribution,4062420261522644404,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8661
Josh Harder,D,House,CA,9,H001090,Eric Schmidt,Eric Schmidt,JOSH HARDER FOR CONGRESS,C00639146,6600.00,2023-08-16,2024,individual contribution,4062820241963046997,https://docquery.fec.gov/cgi-bin/fecimg/?202406289652541677,HM3418
Josh Harder,D,House,CA,9,H001090,ARI PAC,ARI PAC,JOSH HARDER FOR CONGRESS,C00639146,2500.00,2026-04-29,2026,PAC contribution,4061720261521567435,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8643
Josh Riley,D,House,NY,19,R000622,Wendy Schmidt,Wendy Schmidt,JOSH RILEY FOR CONGRESS,C00793760,3300.00,2023-04-27,2024,individual contribution,4022020241825439427,https://docquery.fec.gov/cgi-bin/fecimg/?202401319600889128,HM4782
Josh Riley,D,House,NY,19,R000622,Eric Schmidt,Eric Schmidt,JOSH RILEY FOR CONGRESS,C00793760,3300.00,2024-06-21,2024,individual contribution,4080720242011174257,https://docquery.fec.gov/cgi-bin/fecimg/?202407159659904361,HM3284
Josh Riley,D,House,NY,19,R000622,James McClave,James McClave,JOSH RILEY FOR CONGRESS,C00793760,3300.00,2024-09-28,2024,individual contribution,4031120251179856674,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5220
Josh Riley,D,House,NY,19,R000622,Anthropic employees,Anthropic employee,JOSH RILEY FOR CONGRESS,C00793760,2500.00,2026-01-19,2026,individual contribution,4050620261509529582,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862583964,HM946
Julie Fedorchak,R,House,ND,AL,F000482,ARI PAC,ARI PAC,FEDORCHAK FOR ND,C00869370,1000.00,2026-06-09,2026,PAC contribution,4072720261538830160,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8672
Julie Fedorchak,R,House,ND,AL,F000482,ARI PAC,ARI PAC,FEDORCHAK FOR ND,C00869370,1000.00,2026-06-30,2026,PAC contribution,4072720261538830161,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8698
Kat Cammack,R,House,FL,3,C001039,ARI PAC,ARI PAC,KAT FOR CONGRESS,C00730895,1000.00,2026-06-02,2026,PAC contribution,4062420261522644405,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8662
Katie Boyd Britt,R,Senate,AL,,B001319,ARI PAC,ARI PAC,BRITT FOR ALABAMA INC,C00781443,2000.00,2025-09-25,2026,PAC contribution,4022520261359193430,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8559
Katie Boyd Britt,R,Senate,AL,,B001319,ARI PAC,ARI PAC,BRITT FOR ALABAMA INC,C00781443,1500.00,2026-04-29,2026,PAC contribution,4061720261521567415,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8631
Katie Boyd Britt,R,Senate,AL,,B001319,ARI PAC,ARI PAC,BRITT FOR ALABAMA INC,C00781443,500.00,2026-04-29,2026,PAC contribution,4061720261521567416,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8632
Katie Boyd Britt,R,Senate,AL,,B001319,ARI PAC,ARI PAC,BRITT FOR ALABAMA,,2000.00,2026-04-29,2026,PAC contribution,,https://lda.gov/api/v1/contributions/ed6f95d7-eec8-48df-9fac-f616e8050558/,HM9899
Kevin Cramer,R,Senate,ND,,C001096,Anthropic employees,Anthropic employee,CRAMER FOR SENATE,C00504704,7000.00,2025-06-27,2026,individual contribution,4103020251293135412,https://docquery.fec.gov/cgi-bin/fecimg/?202510139790753286,HM717
Kevin Cramer,R,Senate,ND,,C001096,ANTHROPAC (Anthropic's PAC),ANTHROPAC,CRAMER FOR SENATE,C00504704,1000.00,2026-07-07,2026,PAC contribution,4090120261595617358,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00946111&sub_id=4090120261595617358,HM321
Kim Schrier,D,House,WA,8,S001216,Wendy Schmidt,Wendy Schmidt,DR KIM SCHRIER FOR CONGRESS,C00652628,3300.00,2023-08-18,2024,individual contribution,4102720231807517509,https://docquery.fec.gov/cgi-bin/fecimg/?202310139597726591,HM4771
Kim Schrier,D,House,WA,8,S001216,Wendy Schmidt,Wendy Schmidt,DR KIM SCHRIER FOR CONGRESS,C00652628,3300.00,2023-08-18,2024,individual contribution,4102720231807517508,https://docquery.fec.gov/cgi-bin/fecimg/?202310139597726590,HM4772
Kim Schrier,D,House,WA,8,S001216,ARI PAC,ARI PAC,DR KIM SCHRIER FOR CONGRESS,C00652628,1000.00,2025-09-17,2026,PAC contribution,4022520261359193442,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8546
Kim Schrier,D,House,WA,8,S001216,ARI PAC,ARI PAC,DR KIM SCHRIER FOR CONGRESS,C00652628,1000.00,2025-09-25,2026,PAC contribution,4022520261359193443,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8561
Kim Schrier,D,House,WA,8,S001216,ARI PAC,ARI PAC,DR KIM SCHRIER FOR CONGRESS,C00652628,1000.00,2026-03-19,2026,PAC contribution,4050120261498882145,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8613
Kim Schrier,D,House,WA,8,S001216,ARI PAC,ARI PAC,DR KIM SCHRIER FOR CONGRESS,C00652628,500.00,2026-04-29,2026,PAC contribution,4061720261521567420,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8633
Kim Schrier,D,House,WA,8,S001216,ARI PAC,ARI PAC,DR KIM SCHRIER FOR CONGRESS,C00652628,500.00,2026-04-29,2026,PAC contribution,4061720261521567421,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8634
Kim Schrier,D,House,WA,8,S001216,ARI PAC,ARI PAC,DR. KIM SCHRIER FOR CONGRESS,,1000.00,2026-04-29,2026,PAC contribution,,https://lda.gov/api/v1/contributions/ed6f95d7-eec8-48df-9fac-f616e8050558/,HM9896
Kim Schrier,D,House,WA,8,S001216,ARI PAC,ARI PAC,DR KIM SCHRIER FOR CONGRESS,C00652628,1000.00,2026-06-30,2026,PAC contribution,4073020261539822382,https://api.open.fec.gov/v1/schedules/schedule_a/?sub_id=4073020261539822382,HM6947
Kristen McDonald Rivet,D,House,MI,8,M001237,Eric Schmidt,Eric Schmidt,KRISTEN FOR MICHIGAN,C00864207,3300.00,2024-08-08,2024,individual contribution,4112220241072225845,https://docquery.fec.gov/cgi-bin/fecimg/?202410249713460782,HM3217
Kristen McDonald Rivet,D,House,MI,8,M001237,James McClave,James McClave,KRISTEN FOR MICHIGAN,C00864207,3300.00,2024-09-28,2024,individual contribution,4112220241072224709,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5204
LaMonica McIver,D,House,NJ,10,M001229,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,LAMONICA MCIVER FOR CONGRESS,C00878603,3500.00,2026-05-28,2026,individual contribution,4081120261570819518,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2026&per_page=100&sort=contribution_receipt_date&sub_id=4081120261570819518,HM14726
LaMonica McIver,D,House,NJ,10,M001229,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,LAMONICA MCIVER FOR CONGRESS,C00878603,2500.00,2026-05-29,2026,individual contribution,4081120261570819586,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2026&per_page=100&sort=contribution_receipt_date&sub_id=4081120261570819586,HM14728
LaMonica McIver,D,House,NJ,10,M001229,Wendy Schmidt,Wendy Schmidt,LAMONICA MCIVER FOR CONGRESS,C00878603,3500.00,2026-06-05,2026,individual contribution,4081120261570819576,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875238949,HM4367
Lateefah Simon,D,House,CA,12,S001231,Coefficient Giving / Open Philanthropy staff,Coefficient / Open Philanthropy staff member,LATEEFAH FOR CONGRESS,C00834291,500.00,2023-07-13,2024,individual contribution,4110120231807930444,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=OPEN+PHILANTHROPY&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4110120231807930444,HM15297
Lateefah Simon,D,House,CA,12,S001231,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,LATEEFAH FOR CONGRESS,C00834291,1000.00,2024-01-23,2024,individual contribution,4022820241857722255,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4022820241857722255,HM14500
Lateefah Simon,D,House,CA,12,S001231,Wendy Schmidt,Wendy Schmidt,LATEEFAH FOR CONGRESS,C00834291,6600.00,2024-02-29,2024,individual contribution,4043020241920965774,https://docquery.fec.gov/cgi-bin/fecimg/?202404159633119973,HM4745
Lateefah Simon,D,House,CA,12,S001231,Anthropic employees,Anthropic employee,LATEEFAH FOR CONGRESS,C00834291,3500.00,2026-03-16,2026,individual contribution,4061220261521272515,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870214008,HM1038
Laura Gillen,D,House,NY,4,G000602,Eric Schmidt,Eric Schmidt,GILLEN FOR NY,C00840165,3300.00,2024-06-21,2024,individual contribution,4042320251186311251,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756025100,HM3295
Laura Gillen,D,House,NY,4,G000602,James McClave,James McClave,GILLEN FOR NY,C00840165,3300.00,2024-09-30,2024,individual contribution,4043020251188423951,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5200
Laura Gillen,D,House,NY,4,G000602,Anthropic employees,Anthropic employee,GILLEN FOR NY,C00840165,2500.00,2026-01-19,2026,individual contribution,4051220261510085650,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857675201,HM950
Laurel M. Lee,R,House,FL,15,L000597,Anthropic employees,Anthropic employee,"LAUREL LEE FOR CONGRESS, INC.",C00815373,500.00,2025-03-21,2026,individual contribution,4042420251186589145,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755658791,HM694
Laurel M. Lee,R,House,FL,15,L000597,Anthropic employees,Anthropic employee,"LAUREL LEE FOR CONGRESS, INC.",C00815373,7000.00,2026-03-03,2026,individual contribution,4051820261510549376,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862436434,HM1020
Laurel M. Lee,R,House,FL,15,L000597,Anthropic employees,Anthropic employee,"LAUREL LEE FOR CONGRESS, INC.",C00815373,-500.00,2026-04-29,2026,individual contribution,4081920261583913300,https://docquery.fec.gov/cgi-bin/fecimg/?202607279894478899,HM1115
Lauren Underwood,D,House,IL,14,U000040,Eric Schmidt,Eric Schmidt,LAUREN UNDERWOOD FOR CONGRESS,C00652719,3300.00,2023-06-06,2024,individual contribution,4072120231756293725,https://docquery.fec.gov/cgi-bin/fecimg/?202307149582562543,HM3448
Lauren Underwood,D,House,IL,14,U000040,Eric Schmidt,Eric Schmidt,LAUREN UNDERWOOD FOR CONGRESS,C00652719,3300.00,2023-06-06,2024,individual contribution,4072120231756293470,https://docquery.fec.gov/cgi-bin/fecimg/?202307149582562458,HM3449
Lauren Underwood,D,House,IL,14,U000040,Wendy Schmidt,Wendy Schmidt,LAUREN UNDERWOOD FOR CONGRESS,C00652719,3300.00,2024-08-21,2024,individual contribution,4112120241071919683,https://docquery.fec.gov/cgi-bin/fecimg/?202410249710211501,HM4611
Lisa Murkowski,R,Senate,AK,,M001153,ARI PAC,ARI PAC,LISA MURKOWSKI FOR US SENATE,C00384529,1000.00,2026-05-12,2026,PAC contribution,4061720261521567438,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8653
Lois Frankel,D,House,FL,22,F000462,ARI PAC,ARI PAC,LOIS FRANKEL FOR CONGRESS,C00494856,1000.00,2026-06-09,2026,PAC contribution,4072720261538830169,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8679
Lucy McBath,D,House,GA,6,M001208,Wendy Schmidt,Wendy Schmidt,FRIENDS OF LUCY MCBATH,C00672295,3300.00,2024-08-21,2024,individual contribution,4111420241068658596,https://docquery.fec.gov/cgi-bin/fecimg/?202410159686620095,HM4612
Luz M. Rivas,D,House,CA,29,R000620,ARI PAC,ARI PAC,LUZ RIVAS FOR CONGRESS,C00857417,1000.00,2026-06-30,2026,PAC contribution,4080420261541045967,https://api.open.fec.gov/v1/schedules/schedule_a/?sub_id=4080420261541045967,HM6946
Maggie Goodlander,D,House,NH,2,G000604,other network people,Tarun Chhabra,MAGGIE FOR CONGRESS,C00878454,500.00,2024-05-20,2024,individual contribution,4080720242011164108,https://docquery.fec.gov/cgi-bin/fecimg/?202407159660746544,HM6620
Maggie Goodlander,D,House,NH,2,G000604,other network people,Ben Buchanan,MAGGIE FOR CONGRESS,C00878454,500.00,2024-05-20,2024,individual contribution,4080720242011164467,https://docquery.fec.gov/cgi-bin/fecimg/?202407159660746664,HM6630
Maggie Goodlander,D,House,NH,2,G000604,other network people,Tarun Chhabra,MAGGIE FOR CONGRESS,C00878454,500.00,2024-06-30,2024,individual contribution,4080720242011164528,https://docquery.fec.gov/cgi-bin/fecimg/?202407159660746684,HM6618
Maggie Goodlander,D,House,NH,2,G000604,Anthropic employees,Anthropic employee,MAGGIE FOR CONGRESS,C00878454,3300.00,2024-07-16,2024,individual contribution,4083020242017154338,https://docquery.fec.gov/cgi-bin/fecimg/?202408299675313541,HM1595
